invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I213290,C270992,Female,48,Cosmetics,5,203.3,Credit Card,29/09/2022,Metrocity
I289444,C320646,Male,37,Clothing,3,900.24,Cash,2/4/2022,Metropol AVM
I105567,C300954,Female,26,Clothing,1,300.08,Credit Card,6/6/2022,Kanyon
I575560,C152584,Female,30,Food & Beverage,2,10.46,Credit Card,11/8/2022,Mall of Istanbul
I221129,C436163,Male,57,Clothing,2,600.16,Debit Card,26/10/2021,Kanyon
I307080,C187954,Male,49,Clothing,3,900.24,Credit Card,9/4/2022,Kanyon
I326892,C322420,Male,46,Toys,1,35.84,Credit Card,6/11/2021,Zorlu Center
I501518,C219029,Female,38,Technology,4,4200.0,Cash,6/11/2021,Kanyon
I565772,C107530,Female,52,Food & Beverage,3,15.69,Credit Card,12/10/2021,Kanyon
I263636,C321589,Female,41,Cosmetics,1,40.66,Credit Card,27/11/2022,Mall of Istanbul
I177475,C208534,Male,63,Shoes,4,2400.68,Credit Card,28/02/2023,Forum Istanbul
I174233,C324298,Female,27,Clothing,4,1200.32,Cash,7/12/2021,Viaport Outlet
I542335,C242532,Female,32,Clothing,4,1200.32,Cash,30/10/2021,Metrocity
I211339,C106670,Female,44,Clothing,5,1500.4,Debit Card,1/7/2022,Kanyon
I205431,C789438,Male,34,Clothing,1,300.08,Debit Card,12/10/2021,Metrocity
I327394,C244248,Female,32,Clothing,2,600.16,Cash,25/10/2021,Viaport Outlet
I246250,C485094,Female,38,Clothing,5,1500.4,Cash,14/03/2022,Kanyon
I189444,C332096,Female,23,Books,1,15.15,Cash,11/6/2021,Zorlu Center
I202312,C974634,Female,37,Shoes,2,1200.34,Cash,11/9/2021,Kanyon
I124379,C898202,Male,63,Books,3,45.45,Credit Card,15/10/2021,Metrocity
I308136,C228681,Male,68,Clothing,4,1200.32,Debit Card,10/7/2021,Metropol AVM
I556770,C163908,Male,33,Books,1,15.15,Cash,6/9/2021,Mall of Istanbul
I123154,C331272,Female,57,Shoes,2,1200.34,Cash,16/02/2023,Kanyon
I581511,C243813,Female,66,Souvenir,3,35.19,Credit Card,10/9/2021,Kanyon
I132589,C122879,Male,67,Clothing,2,600.16,Cash,30/09/2021,Metrocity
I206512,C314583,Female,29,Clothing,4,1200.32,Debit Card,16/02/2022,Mall of Istanbul
I212316,C142655,Male,42,Food & Beverage,2,10.46,Credit Card,13/04/2022,Kanyon
I183413,C103200,Male,42,Food & Beverage,5,26.15,Cash,31/07/2022,Cevahir AVM
I323688,C485165,Female,56,Clothing,5,1500.4,Cash,16/09/2022,Kanyon
I256547,C456350,Male,55,Clothing,2,600.16,Credit Card,14/07/2021,Metrocity
I176389,C315489,Female,56,Shoes,1,600.17,Cash,25/02/2022,Metrocity
I209816,C913119,Female,30,Food & Beverage,5,26.15,Cash,6/3/2021,Metrocity
I895929,C239280,Male,59,Clothing,5,1500.4,Cash,26/05/2021,Viaport Outlet
I126577,C312589,Male,45,Clothing,3,900.24,Credit Card,14/02/2022,Metropol AVM
I669221,C189734,Male,58,Clothing,2,600.16,Credit Card,15/05/2022,Istinye Park
I304386,C136148,Female,68,Clothing,2,600.16,Credit Card,3/6/2022,Forum Istanbul
I352477,C320610,Male,65,Clothing,5,1500.4,Cash,19/10/2022,Kanyon
I307384,C184950,Male,39,Clothing,3,900.24,Cash,9/5/2022,Metropol AVM
I100146,C320745,Female,24,Shoes,4,2400.68,Credit Card,25/04/2022,Emaar Square Mall
I263199,C318239,Male,26,Technology,4,4200.0,Cash,15/12/2022,Emaar Square Mall
I297602,C280304,Female,46,Souvenir,3,35.19,Credit Card,3/7/2021,Forum Istanbul
I876887,C558664,Male,51,Clothing,4,1200.32,Cash,24/12/2022,Metropol AVM
I250406,C247335,Female,50,Cosmetics,3,121.98,Cash,29/10/2022,Cevahir AVM
I132923,C265044,Female,56,Shoes,5,3000.85,Cash,14/07/2022,Mall of Istanbul
I915235,C103758,Male,23,Toys,4,143.36,Debit Card,23/11/2021,Zorlu Center
I959157,C194199,Female,60,Food & Beverage,1,5.23,Debit Card,15/04/2021,Kanyon
I321274,C302390,Female,24,Clothing,1,300.08,Debit Card,19/01/2021,Mall of Istanbul
I200768,C319206,Female,68,Toys,4,143.36,Credit Card,19/12/2021,Kanyon
I220193,C237781,Male,51,Cosmetics,3,121.98,Cash,30/09/2021,Kanyon
I143153,C166928,Male,53,Clothing,2,600.16,Cash,14/01/2023,Emaar Square Mall
I233160,C306201,Female,57,Clothing,2,600.16,Credit Card,16/06/2021,Kanyon
I242147,C601094,Female,62,Food & Beverage,2,10.46,Cash,10/11/2022,Metrocity
I977577,C295878,Male,35,Toys,5,179.2,Credit Card,29/09/2022,Metrocity
I310906,C991924,Female,43,Toys,5,179.2,Cash,15/12/2022,Metropol AVM
I221280,C439143,Female,29,Cosmetics,3,121.98,Credit Card,18/05/2022,Kanyon
I300513,C140840,Male,55,Food & Beverage,5,26.15,Debit Card,19/01/2021,Istinye Park
I202225,C323492,Male,54,Shoes,4,2400.68,Cash,8/1/2022,Istinye Park
I206925,C333077,Female,60,Toys,3,107.52,Credit Card,26/01/2022,Emaar Square Mall
I638444,C229733,Male,57,Shoes,2,1200.34,Credit Card,21/02/2022,Metropol AVM
I132570,C123675,Female,41,Shoes,4,2400.68,Credit Card,27/11/2022,Metrocity
I234044,C116536,Male,23,Cosmetics,4,162.64,Cash,24/04/2021,Mall of Istanbul
I178315,C241576,Male,51,Clothing,5,1500.4,Credit Card,13/05/2022,Metrocity
I252096,C170960,Female,69,Cosmetics,4,162.64,Debit Card,15/10/2021,Kanyon
I777214,C169175,Female,51,Clothing,3,900.24,Debit Card,30/07/2022,Mall of Istanbul
I309696,C268694,Female,36,Souvenir,3,35.19,Debit Card,16/09/2021,Zorlu Center
I303334,C246576,Female,24,Shoes,1,600.17,Cash,19/04/2022,Kanyon
I315000,C113027,Male,43,Cosmetics,1,40.66,Cash,19/08/2021,Cevahir AVM
I179875,C255475,Female,18,Books,5,75.75,Credit Card,8/2/2021,Istinye Park
I311477,C300710,Male,47,Clothing,3,900.24,Debit Card,6/10/2021,Istinye Park
I282641,C444356,Male,43,Food & Beverage,5,26.15,Cash,14/01/2022,Istinye Park
I382569,C943728,Female,42,Clothing,4,1200.32,Credit Card,14/09/2022,Metropol AVM
I455572,C751672,Female,42,Books,2,30.3,Cash,29/06/2021,Zorlu Center
I765996,C209661,Female,43,Cosmetics,4,162.64,Credit Card,6/2/2022,Mall of Istanbul
I100865,C234663,Female,44,Cosmetics,3,121.98,Cash,10/2/2022,Istinye Park
I333438,C268111,Male,29,Food & Beverage,4,20.92,Credit Card,1/3/2023,Cevahir AVM
I111461,C133064,Male,57,Clothing,4,1200.32,Debit Card,18/12/2021,Metrocity
I167311,C242666,Male,57,Clothing,2,600.16,Cash,10/11/2022,Zorlu Center
I865866,C198580,Female,33,Food & Beverage,3,15.69,Credit Card,28/05/2022,Mall of Istanbul
I683098,C109649,Male,24,Cosmetics,5,203.3,Debit Card,6/2/2022,Istinye Park
I263859,C187483,Male,59,Cosmetics,4,162.64,Credit Card,17/09/2022,Mall of Istanbul
I219282,C100690,Female,36,Shoes,4,2400.68,Credit Card,12/4/2021,Istinye Park
I306631,C429221,Male,69,Clothing,1,300.08,Cash,17/05/2022,Mall of Istanbul
I322338,C234149,Male,47,Clothing,4,1200.32,Debit Card,25/09/2022,Kanyon
I229013,C136011,Male,65,Souvenir,4,46.92,Cash,26/05/2021,Kanyon
I368904,C149734,Male,40,Clothing,4,1200.32,Cash,4/12/2021,Mall of Istanbul
I145994,C332603,Female,45,Souvenir,1,11.73,Cash,17/05/2022,Metropol AVM
I279945,C855622,Male,24,Food & Beverage,4,20.92,Cash,12/12/2022,Metrocity
I257445,C649912,Female,24,Clothing,3,900.24,Debit Card,16/08/2021,Emaar Square Mall
I118529,C224946,Female,57,Souvenir,2,23.46,Credit Card,9/2/2021,Emaar Square Mall
I144600,C727838,Female,55,Food & Beverage,4,20.92,Cash,24/02/2023,Zorlu Center
I184857,C186377,Male,35,Clothing,4,1200.32,Credit Card,5/11/2022,Kanyon
I231126,C314383,Male,68,Food & Beverage,4,20.92,Cash,14/02/2023,Metropol AVM
I205487,C459748,Female,23,Toys,4,143.36,Cash,17/11/2022,Kanyon
I279063,C236162,Male,46,Technology,5,5250.0,Debit Card,15/10/2022,Viaport Outlet
I177811,C265084,Female,32,Clothing,4,1200.32,Cash,25/12/2021,Mall of Istanbul
I284199,C210690,Male,20,Books,1,15.15,Credit Card,14/10/2021,Emaar Square Mall
I495356,C456196,Male,68,Food & Beverage,4,20.92,Cash,11/8/2022,Cevahir AVM
I232958,C190453,Female,19,Clothing,4,1200.32,Cash,23/10/2022,Istinye Park
I188859,C222577,Male,61,Cosmetics,3,121.98,Cash,2/11/2022,Metrocity
I256823,C162320,Female,67,Clothing,5,1500.4,Credit Card,15/12/2021,Kanyon
I231789,C186174,Female,36,Clothing,2,600.16,Cash,16/07/2021,Cevahir AVM
I373668,C200973,Female,59,Clothing,1,300.08,Debit Card,24/08/2021,Metrocity
I326889,C337317,Male,38,Cosmetics,5,203.3,Debit Card,20/11/2021,Emaar Square Mall
I279453,C276500,Female,42,Food & Beverage,3,15.69,Credit Card,31/08/2022,Metrocity
I902384,C383714,Female,30,Cosmetics,5,203.3,Cash,12/12/2022,Metrocity
I575490,C275449,Male,38,Clothing,1,300.08,Credit Card,4/1/2022,Mall of Istanbul
I424885,C182506,Female,52,Food & Beverage,1,5.23,Debit Card,28/12/2022,Mall of Istanbul
I167847,C145079,Female,53,Clothing,3,900.24,Credit Card,8/10/2022,Mall of Istanbul
I196490,C248218,Female,64,Clothing,5,1500.4,Cash,15/01/2023,Mall of Istanbul
I251196,C116842,Male,26,Books,1,15.15,Debit Card,7/8/2021,Istinye Park
I271582,C270554,Female,52,Food & Beverage,3,15.69,Cash,12/11/2022,Kanyon
I147334,C306395,Male,35,Clothing,2,600.16,Cash,12/1/2022,Viaport Outlet
I118752,C239342,Female,62,Cosmetics,2,81.32,Cash,11/7/2021,Viaport Outlet
I397889,C159737,Male,49,Clothing,1,300.08,Debit Card,18/07/2021,Mall of Istanbul
I184683,C240353,Male,69,Souvenir,3,35.19,Cash,16/07/2022,Forum Istanbul
I321259,C296593,Female,45,Clothing,4,1200.32,Cash,19/06/2021,Mall of Istanbul
I253242,C309438,Male,26,Shoes,5,3000.85,Cash,7/4/2022,Mall of Istanbul
I179088,C124722,Female,38,Shoes,2,1200.34,Cash,21/10/2021,Metrocity
I133026,C252577,Male,67,Clothing,3,900.24,Credit Card,17/08/2022,Mall of Istanbul
I107593,C238272,Female,55,Cosmetics,4,162.64,Credit Card,12/11/2022,Cevahir AVM
I646226,C314248,Female,30,Souvenir,3,35.19,Cash,7/3/2021,Mall of Istanbul
I313179,C293686,Female,25,Clothing,1,300.08,Credit Card,8/6/2021,Mall of Istanbul
I969902,C104633,Female,44,Souvenir,4,46.92,Cash,16/11/2021,Mall of Istanbul
I315142,C330965,Female,38,Cosmetics,4,162.64,Credit Card,5/5/2022,Mall of Istanbul
I335936,C110717,Male,54,Toys,3,107.52,Debit Card,10/10/2021,Kanyon
I201529,C335297,Female,59,Souvenir,5,58.65,Cash,17/01/2021,Mall of Istanbul
I699731,C248590,Female,32,Shoes,4,2400.68,Cash,11/6/2021,Kanyon
I193006,C226698,Female,41,Toys,2,71.68,Credit Card,31/07/2022,Metrocity
I339699,C828798,Male,55,Souvenir,1,11.73,Cash,27/10/2022,Forum Istanbul
I194181,C279415,Female,18,Clothing,2,600.16,Debit Card,18/06/2021,Cevahir AVM
I199845,C139412,Female,67,Cosmetics,1,40.66,Debit Card,19/12/2021,Emaar Square Mall
I312826,C130189,Male,27,Books,1,15.15,Credit Card,25/11/2022,Cevahir AVM
I226600,C124473,Male,32,Clothing,2,600.16,Cash,25/09/2021,Istinye Park
I290696,C239966,Male,66,Clothing,3,900.24,Credit Card,31/05/2021,Cevahir AVM
I260345,C767569,Female,52,Clothing,1,300.08,Cash,2/12/2021,Metrocity
I336485,C214268,Female,40,Food & Beverage,3,15.69,Credit Card,14/06/2021,Metropol AVM
I293091,C522337,Male,54,Shoes,2,1200.34,Credit Card,19/09/2021,Metrocity
I176881,C880634,Male,30,Food & Beverage,2,10.46,Credit Card,9/7/2021,Istinye Park
I132756,C229869,Female,44,Toys,4,143.36,Debit Card,25/03/2021,Mall of Istanbul
I686183,C461317,Male,36,Clothing,1,300.08,Debit Card,19/06/2022,Metrocity
I998238,C261645,Female,26,Cosmetics,5,203.3,Cash,9/2/2022,Zorlu Center
I326733,C247589,Male,28,Technology,2,2100.0,Credit Card,13/08/2022,Kanyon
I153677,C121564,Female,68,Shoes,5,3000.85,Credit Card,12/6/2022,Zorlu Center
I171382,C987968,Male,69,Cosmetics,4,162.64,Cash,28/10/2022,Forum Istanbul
I116434,C291152,Female,50,Food & Beverage,5,26.15,Credit Card,26/12/2022,Mall of Istanbul
I135952,C322538,Female,65,Cosmetics,1,40.66,Cash,15/09/2021,Mall of Istanbul
I261040,C840110,Female,51,Clothing,3,900.24,Cash,16/07/2021,Kanyon
I110097,C324181,Female,49,Cosmetics,4,162.64,Credit Card,22/08/2021,Mall of Istanbul
I114427,C334916,Male,19,Food & Beverage,3,15.69,Cash,7/6/2021,Kanyon
I274071,C311048,Female,38,Clothing,2,600.16,Cash,6/7/2021,Kanyon
I314859,C112856,Male,47,Food & Beverage,1,5.23,Cash,10/7/2022,Emaar Square Mall
I247095,C304569,Male,39,Toys,2,71.68,Credit Card,1/12/2021,Mall of Istanbul
I136916,C271743,Female,37,Food & Beverage,2,10.46,Cash,13/11/2022,Viaport Outlet
I334771,C323887,Male,27,Technology,1,1050.0,Cash,28/02/2022,Mall of Istanbul
I153148,C199384,Female,20,Food & Beverage,4,20.92,Debit Card,9/11/2021,Kanyon
I272261,C794098,Female,28,Toys,4,143.36,Credit Card,3/5/2021,Metrocity
I202760,C359603,Female,60,Food & Beverage,5,26.15,Cash,17/02/2022,Viaport Outlet
I915683,C236065,Female,62,Cosmetics,5,203.3,Credit Card,5/12/2022,Mall of Istanbul
I285937,C732766,Male,41,Clothing,4,1200.32,Credit Card,12/4/2021,Mall of Istanbul
I135803,C119658,Female,42,Toys,3,107.52,Credit Card,27/03/2022,Mall of Istanbul
I111081,C239919,Male,23,Clothing,2,600.16,Credit Card,19/12/2022,Mall of Istanbul
I284905,C226967,Male,49,Clothing,3,900.24,Cash,20/07/2021,Metrocity
I201804,C307616,Female,26,Cosmetics,1,40.66,Credit Card,23/03/2021,Mall of Istanbul
I108965,C804539,Female,30,Cosmetics,2,81.32,Cash,19/02/2022,Kanyon
I905081,C278230,Male,21,Food & Beverage,2,10.46,Credit Card,9/4/2021,Metropol AVM
I806766,C223154,Male,40,Clothing,3,900.24,Debit Card,14/01/2023,Mall of Istanbul
I292217,C182457,Male,66,Clothing,1,300.08,Cash,9/7/2021,Kanyon
I261291,C142615,Female,30,Clothing,4,1200.32,Credit Card,29/06/2021,Forum Istanbul
I244767,C544702,Female,27,Clothing,3,900.24,Credit Card,29/05/2022,Kanyon
I155713,C551161,Male,55,Shoes,5,3000.85,Cash,5/1/2023,Metropol AVM
I605930,C420268,Female,35,Cosmetics,4,162.64,Credit Card,9/8/2022,Istinye Park
I109650,C294238,Female,61,Cosmetics,2,81.32,Cash,11/1/2023,Kanyon
I267365,C315888,Male,29,Books,1,15.15,Cash,9/5/2022,Istinye Park
I299184,C212487,Female,61,Food & Beverage,5,26.15,Credit Card,3/10/2021,Kanyon
I173358,C676919,Female,30,Souvenir,3,35.19,Credit Card,6/1/2022,Metropol AVM
I614431,C150453,Male,48,Clothing,2,600.16,Cash,19/05/2021,Zorlu Center
I504240,C291578,Male,60,Toys,2,71.68,Cash,7/9/2022,Zorlu Center
I638509,C994259,Female,36,Clothing,1,300.08,Cash,20/04/2021,Metropol AVM
I187578,C196594,Female,49,Cosmetics,1,40.66,Credit Card,4/7/2022,Kanyon
I790027,C229509,Female,54,Cosmetics,1,40.66,Cash,7/3/2021,Metrocity
I338664,C189374,Female,55,Souvenir,1,11.73,Debit Card,8/9/2022,Mall of Istanbul
I101475,C204569,Female,54,Souvenir,3,35.19,Credit Card,4/8/2021,Kanyon
I325345,C222395,Female,20,Shoes,5,3000.85,Debit Card,27/06/2022,Metropol AVM
I922796,C317718,Female,56,Souvenir,4,46.92,Credit Card,11/9/2022,Metrocity
I119732,C427718,Female,51,Clothing,5,1500.4,Credit Card,13/01/2021,Metrocity
I690485,C375696,Female,25,Clothing,5,1500.4,Credit Card,21/07/2022,Metropol AVM
I152211,C256804,Male,68,Technology,1,1050.0,Cash,19/12/2022,Kanyon
I555002,C219578,Male,65,Food & Beverage,1,5.23,Credit Card,6/12/2021,Emaar Square Mall
I796970,C193299,Female,63,Clothing,2,600.16,Cash,16/07/2022,Metrocity
I175039,C337875,Female,59,Cosmetics,1,40.66,Cash,24/03/2022,Cevahir AVM
I590503,C122951,Female,37,Food & Beverage,3,15.69,Credit Card,10/12/2021,Metropol AVM
I585206,C791224,Female,37,Clothing,2,600.16,Cash,10/1/2023,Cevahir AVM
I123045,C915526,Female,43,Toys,3,107.52,Debit Card,16/05/2021,Metropol AVM
I301296,C172663,Female,66,Clothing,1,300.08,Debit Card,22/09/2021,Kanyon
I313396,C702467,Female,34,Food & Beverage,5,26.15,Debit Card,22/03/2021,Emaar Square Mall
I310751,C130485,Male,61,Souvenir,4,46.92,Cash,8/2/2022,Kanyon
I569110,C741571,Female,54,Toys,1,35.84,Cash,13/05/2022,Metrocity
I155637,C339997,Male,67,Food & Beverage,3,15.69,Cash,30/11/2021,Metrocity
I107034,C278425,Female,63,Clothing,1,300.08,Credit Card,25/06/2021,Emaar Square Mall
I237495,C337577,Female,56,Clothing,4,1200.32,Credit Card,31/12/2022,Cevahir AVM
I904158,C296682,Male,42,Clothing,3,900.24,Debit Card,24/06/2021,Cevahir AVM
I458575,C250889,Male,19,Cosmetics,4,162.64,Debit Card,1/9/2022,Forum Istanbul
I943970,C183926,Male,44,Souvenir,2,23.46,Credit Card,4/11/2021,Metrocity
I982281,C307415,Female,31,Books,3,45.45,Credit Card,12/10/2022,Metropol AVM
I261087,C663271,Female,49,Food & Beverage,1,5.23,Debit Card,12/2/2022,Kanyon
I114546,C195838,Female,64,Cosmetics,1,40.66,Credit Card,24/01/2022,Kanyon
I734799,C625140,Male,49,Food & Beverage,2,10.46,Cash,1/11/2021,Kanyon
I242870,C146011,Female,56,Food & Beverage,1,5.23,Cash,7/2/2023,Istinye Park
I710337,C285727,Female,24,Toys,4,143.36,Credit Card,1/2/2023,Mall of Istanbul
I162137,C203733,Male,30,Toys,4,143.36,Credit Card,18/02/2021,Kanyon
I220302,C144213,Male,45,Clothing,1,300.08,Cash,3/5/2022,Cevahir AVM
I707283,C270143,Female,55,Clothing,4,1200.32,Credit Card,27/09/2021,Kanyon
I945846,C190973,Male,57,Food & Beverage,5,26.15,Cash,31/08/2021,Mall of Istanbul
I452570,C887131,Female,60,Books,2,30.3,Debit Card,26/02/2022,Mall of Istanbul
I171694,C592397,Female,34,Souvenir,4,46.92,Credit Card,4/4/2021,Mall of Istanbul
I136491,C121153,Male,60,Food & Beverage,1,5.23,Cash,12/4/2022,Mall of Istanbul
I147487,C300314,Female,29,Toys,1,35.84,Debit Card,7/6/2022,Istinye Park
I123752,C278430,Female,21,Cosmetics,3,121.98,Credit Card,25/04/2022,Metrocity
I230542,C302158,Male,26,Clothing,4,1200.32,Credit Card,25/11/2021,Metrocity
I311269,C295284,Female,36,Shoes,5,3000.85,Cash,6/10/2021,Cevahir AVM
I226716,C301187,Male,51,Clothing,4,1200.32,Credit Card,2/8/2021,Kanyon
I308726,C100247,Female,21,Shoes,2,1200.34,Cash,5/6/2022,Forum Istanbul
I213687,C283140,Female,42,Food & Beverage,4,20.92,Cash,18/02/2022,Metropol AVM
I136608,C150175,Female,40,Books,3,45.45,Credit Card,23/02/2021,Mall of Istanbul
I796729,C324214,Male,26,Technology,3,3150.0,Cash,16/01/2022,Kanyon
I215587,C644716,Female,34,Clothing,3,900.24,Debit Card,17/02/2021,Mall of Istanbul
I253828,C195187,Female,26,Cosmetics,1,40.66,Cash,24/09/2021,Mall of Istanbul
I174647,C306028,Male,38,Souvenir,2,23.46,Cash,5/11/2021,Viaport Outlet
I678933,C135487,Female,46,Cosmetics,3,121.98,Debit Card,22/04/2022,Metropol AVM
I947636,C306997,Female,58,Clothing,4,1200.32,Cash,14/01/2023,Kanyon
I221105,C226020,Male,19,Clothing,2,600.16,Cash,14/05/2021,Mall of Istanbul
I766917,C103106,Female,23,Toys,5,179.2,Credit Card,22/04/2022,Emaar Square Mall
I230328,C184159,Male,25,Clothing,1,300.08,Debit Card,15/06/2021,Mall of Istanbul
I813548,C408070,Female,18,Books,1,15.15,Debit Card,5/5/2022,Cevahir AVM
I444007,C129808,Male,19,Food & Beverage,2,10.46,Cash,6/3/2021,Forum Istanbul
I442054,C126346,Female,48,Cosmetics,3,121.98,Cash,27/12/2021,Kanyon
I143514,C333639,Female,60,Clothing,3,900.24,Cash,10/2/2021,Mall of Istanbul
I135722,C111622,Female,24,Clothing,5,1500.4,Credit Card,16/12/2021,Kanyon
I224382,C213418,Female,27,Toys,3,107.52,Credit Card,1/2/2023,Zorlu Center
I705271,C256850,Female,20,Food & Beverage,3,15.69,Cash,6/12/2021,Zorlu Center
I930274,C133341,Male,45,Food & Beverage,3,15.69,Debit Card,30/12/2021,Metropol AVM
I332697,C649835,Female,38,Food & Beverage,1,5.23,Debit Card,13/01/2021,Kanyon
I435298,C253330,Female,26,Clothing,5,1500.4,Credit Card,25/01/2022,Metrocity
I738666,C375046,Female,67,Clothing,3,900.24,Debit Card,10/3/2022,Mall of Istanbul
I152769,C224968,Female,54,Clothing,2,600.16,Credit Card,29/11/2022,Metrocity
I897513,C114954,Female,53,Food & Beverage,3,15.69,Cash,19/07/2022,Kanyon
I204438,C599895,Female,33,Technology,5,5250.0,Cash,26/06/2021,Mall of Istanbul
I313458,C324066,Female,66,Clothing,1,300.08,Cash,18/02/2021,Kanyon
I760012,C126598,Male,33,Shoes,5,3000.85,Cash,6/2/2022,Forum Istanbul
I687773,C270512,Male,37,Clothing,1,300.08,Debit Card,9/7/2021,Kanyon
I176469,C876528,Female,23,Food & Beverage,2,10.46,Credit Card,31/07/2021,Viaport Outlet
I135708,C261440,Male,41,Clothing,3,900.24,Credit Card,3/1/2021,Mall of Istanbul
I292453,C153025,Male,25,Food & Beverage,5,26.15,Debit Card,3/11/2021,Istinye Park
I300249,C194256,Male,34,Food & Beverage,2,10.46,Credit Card,29/10/2022,Mall of Istanbul
I945685,C293778,Female,32,Clothing,5,1500.4,Cash,15/07/2021,Istinye Park
I230657,C276446,Female,63,Food & Beverage,1,5.23,Cash,18/04/2021,Forum Istanbul
I284047,C929252,Female,51,Technology,2,2100.0,Debit Card,25/06/2022,Metrocity
I157966,C244924,Female,46,Clothing,3,900.24,Cash,18/06/2021,Istinye Park
I245506,C165316,Female,45,Souvenir,2,23.46,Cash,21/08/2021,Metrocity
I298738,C225545,Male,59,Clothing,3,900.24,Debit Card,12/3/2022,Kanyon
I499492,C145214,Female,50,Food & Beverage,2,10.46,Credit Card,28/11/2022,Cevahir AVM
I142063,C116847,Male,22,Toys,4,143.36,Cash,18/02/2023,Emaar Square Mall
I579944,C196303,Male,39,Food & Beverage,3,15.69,Cash,13/03/2021,Metrocity
I157728,C317156,Male,40,Food & Beverage,4,20.92,Cash,14/02/2021,Metropol AVM
I123795,C349430,Female,18,Clothing,2,600.16,Cash,19/12/2022,Cevahir AVM
I136248,C187051,Female,22,Cosmetics,2,81.32,Credit Card,23/10/2021,Metrocity
I140266,C311435,Male,38,Food & Beverage,1,5.23,Cash,16/12/2021,Mall of Istanbul
I220333,C158736,Female,43,Food & Beverage,1,5.23,Cash,15/08/2021,Cevahir AVM
I187829,C251011,Female,60,Cosmetics,4,162.64,Cash,5/12/2021,Kanyon
I908886,C369701,Female,34,Toys,3,107.52,Cash,18/12/2021,Kanyon
I230397,C254600,Male,27,Souvenir,3,35.19,Cash,1/12/2021,Emaar Square Mall
I107128,C167841,Female,23,Technology,5,5250.0,Cash,6/2/2023,Metropol AVM
I226088,C330348,Male,62,Food & Beverage,1,5.23,Cash,14/09/2021,Metrocity
I370107,C328516,Female,24,Clothing,3,900.24,Credit Card,13/07/2021,Mall of Istanbul
I297465,C752748,Female,29,Clothing,3,900.24,Cash,13/01/2023,Istinye Park
I324544,C237214,Male,68,Clothing,2,600.16,Debit Card,4/5/2022,Mall of Istanbul
I324842,C249876,Female,56,Cosmetics,1,40.66,Credit Card,3/4/2021,Metrocity
I532030,C106196,Female,18,Cosmetics,1,40.66,Cash,17/12/2022,Metrocity
I290071,C305863,Male,40,Cosmetics,4,162.64,Credit Card,13/10/2022,Istinye Park
I292396,C548197,Male,58,Cosmetics,3,121.98,Cash,7/4/2021,Mall of Istanbul
I289398,C248944,Male,42,Shoes,4,2400.68,Credit Card,14/02/2021,Forum Istanbul
I227370,C276268,Male,18,Toys,5,179.2,Credit Card,13/03/2022,Metropol AVM
I262635,C296451,Female,42,Clothing,2,600.16,Cash,5/4/2021,Kanyon
I180344,C181187,Female,31,Food & Beverage,2,10.46,Credit Card,12/7/2021,Mall of Istanbul
I147838,C295745,Female,51,Clothing,5,1500.4,Cash,12/1/2022,Zorlu Center
I239034,C116488,Male,31,Clothing,2,600.16,Cash,18/07/2022,Mall of Istanbul
I211117,C229967,Female,42,Books,5,75.75,Cash,29/11/2022,Mall of Istanbul
I792963,C100687,Female,59,Clothing,5,1500.4,Debit Card,18/06/2022,Emaar Square Mall
I278306,C772848,Male,19,Cosmetics,5,203.3,Debit Card,4/4/2021,Cevahir AVM
I144007,C910573,Female,49,Clothing,3,900.24,Credit Card,14/12/2021,Cevahir AVM
I878803,C632283,Female,69,Technology,4,4200.0,Credit Card,20/09/2022,Metrocity
I219144,C737407,Female,62,Technology,4,4200.0,Cash,13/04/2022,Metrocity
I151920,C228904,Female,47,Clothing,1,300.08,Cash,18/06/2021,Kanyon
I973505,C290848,Male,66,Technology,2,2100.0,Cash,1/4/2021,Metropol AVM
I326295,C260355,Female,49,Food & Beverage,5,26.15,Debit Card,17/12/2022,Mall of Istanbul
I287464,C170394,Female,64,Toys,2,71.68,Credit Card,16/03/2021,Forum Istanbul
I884941,C174695,Male,47,Shoes,4,2400.68,Cash,2/5/2021,Istinye Park
I192663,C286030,Male,48,Shoes,1,600.17,Debit Card,25/10/2022,Istinye Park
I130920,C472924,Female,60,Cosmetics,1,40.66,Cash,14/07/2021,Viaport Outlet
I100142,C161659,Male,37,Clothing,4,1200.32,Debit Card,28/08/2021,Metropol AVM
I295333,C203216,Female,22,Souvenir,1,11.73,Debit Card,11/12/2021,Metrocity
I136319,C257022,Female,21,Clothing,1,300.08,Cash,29/07/2021,Mall of Istanbul
I113158,C190708,Female,69,Clothing,5,1500.4,Credit Card,15/07/2022,Kanyon
I138492,C300793,Female,59,Shoes,5,3000.85,Cash,19/12/2022,Forum Istanbul
I198242,C130988,Female,25,Clothing,1,300.08,Cash,14/05/2021,Kanyon
I240926,C338583,Female,55,Toys,1,35.84,Credit Card,30/12/2021,Mall of Istanbul
I535548,C178630,Female,36,Toys,2,71.68,Cash,11/12/2022,Istinye Park
I140662,C288839,Male,49,Toys,4,143.36,Credit Card,15/10/2021,Kanyon
I482358,C244855,Female,69,Technology,2,2100.0,Credit Card,13/04/2022,Metropol AVM
I134143,C333340,Female,44,Souvenir,5,58.65,Debit Card,12/12/2021,Metropol AVM
I172546,C186935,Male,23,Toys,3,107.52,Credit Card,21/01/2021,Kanyon
